id,descripcion,sector,tipo_datos,etiqueta,notas,longitud,descripcion_limpia
79,Sistema de generación automática de argumentos jurídicos para presentaciones ante tribunales que no advierte de sus limitaciones ni exige revisión de abogado antes de usar el contenido,justicia,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia para sistemas de IA de uso general en contextos profesionales. La falta de advertencias en contextos jurídicos puede inducir a litigantes a presentar argumentos defectuosos con consecuencias procesales graves.,184,sistema generación automática argumentos jurídicos presentaciones tribunales advierte limitaciones exige revisión abogado contenido
80,"Asistente de escritura creativa que, cuando el usuario lo solicita, adopta la voz de un autor real vivo sin advertir que el contenido es sintético ni obtener consentimiento del autor imitado",productividad,ninguno,riesgo_limitado,Art. 50.4 — obligación de transparencia sobre contenido generado por IA. La imitación no consentida de la voz creativa de autores vivos sin etiquetado puede vulnerar sus derechos morales y generar confusión sobre la autoría.,190,asistente escritura creativa usuario solicita adopta voz autor real vivo advertir contenido sintético obtener consentimiento autor imitado
81,Sistema de moderación de contenido que elimina automáticamente publicaciones de usuarios sin explicar los motivos ni ofrecer mecanismo de apelación interno,tecnologia,datos_personales,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA que afectan a usuarios. La eliminación opaca de contenido sin explicación ni recurso puede vulnerar la libertad de expresión y el derecho a la tutela efectiva en plataformas digitales.,155,sistema moderación contenido elimina automáticamente publicaciones usuarios explicar motivos ofrecer mecanismo apelación interno
82,Chatbot de recursos humanos que realiza entrevistas iniciales de selección de personal sin informar a los candidatos de que están siendo entrevistados por un sistema de IA,rrhh,datos_personales,riesgo_limitado,Art. 50.1 — obligación de informar sobre la naturaleza del sistema en interacciones significativas. Los candidatos tienen derecho a saber si son evaluados por una persona o por una IA para poder ejercer el derecho de explicación.,171,chatbot recursos humanos realiza entrevistas iniciales selección personal informar candidatos entrevistados sistema ia
83,Plataforma de telemedicina con chatbot de triaje que no advierte al paciente de que está interactuando con IA y puede dar recomendaciones con consecuencias para su salud,sanidad,datos_personales,riesgo_limitado,Art. 50.1 — obligación de informar sobre la naturaleza del sistema en contextos sensibles. En el ámbito sanitario la confusión entre médico humano e IA puede inducir a los pacientes a depositar una confianza inapropiada en el diagnóstico automatizado.,169,plataforma telemedicina chatbot triaje advierte paciente interactuando ia recomendaciones consecuencias salud
84,Sistema de generación de vídeos publicitarios con voces y rostros de actores reales clonados digitalmente sin su consentimiento explícito y sin etiquetado de contenido sintético,comunicacion,datos_biométricos,riesgo_limitado,Art. 50.4 — obligación de etiquetar contenido generado por IA. La clonación vocal y facial sin consentimiento ni etiquetado vulnera los derechos de imagen e intelectuales de los actores y engaña a los consumidores.,177,sistema generación vídeos publicitarios voces rostros actores reales clonados digitalmente consentimiento explícito etiquetado contenido sintético
85,Algoritmo de recomendación de músicas en plataforma de streaming que sugiere canciones basándose en el historial de escucha y valoraciones del usuario,entretenimiento,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El tratamiento se limita a personalizar la experiencia musical sin afectar a derechos fundamentales ni a decisiones de impacto significativo sobre la vida del usuario.,150,algoritmo recomendación músicas plataforma streaming sugiere canciones basándose historial escucha valoraciones usuario
86,Herramienta de corrección ortográfica y gramatical integrada en un procesador de textos que sugiere mejoras en tiempo real mientras el usuario escribe,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema actúa como apoyo a la escritura sin tomar decisiones autónomas y el usuario mantiene el control total sobre todas las sugerencias recibidas.,150,herramienta corrección ortográfica gramatical integrada procesador textos sugiere mejoras tiempo real usuario escribe
87,Sistema de optimización de rutas de repartos de última milla para flotas de mensajería urbana que minimiza tiempos y emisiones de CO₂ en tiempo real,logistica,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema opera sobre datos logísticos sin impacto directo sobre derechos de personas físicas y los conductores pueden modificar las rutas sugeridas.,148,sistema optimización rutas repartos milla flotas mensajería urbana minimiza tiempos emisiones co₂ tiempo real
88,Modelo predictivo del consumo eléctrico de un edificio corporativo para optimizar la climatización y reducir el gasto energético sin afectar a personas físicas,energia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema actúa sobre datos técnicos de instalaciones sin afectar a personas físicas y sus predicciones son supervisadas por el sistema de gestión del edificio.,159,modelo predictivo consumo eléctrico edificio corporativo optimizar climatización reducir gasto energético afectar personas físicas
89,Herramienta de generación automática de fichas y descripciones de productos para el catálogo de un distribuidor mayorista a partir de especificaciones técnicas,comercio,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema genera contenido comercial de bajo impacto sin tratar datos personales ni tomar decisiones que afecten a los derechos de personas físicas.,159,herramienta generación automática fichas descripciones productos catálogo distribuidor mayorista especificaciones técnicas
90,Sistema de traducción automática de documentos internos entre idiomas para uso exclusivamente empresarial con revisión humana antes de uso externo,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la productividad lingüística interna y se establece revisión humana como garantía antes de cualquier uso externo o con impacto en terceros.,146,sistema traducción automática documentos internos idiomas exclusivamente empresarial revisión humana externo
91,Algoritmo de detección de spam y correos de phishing que los filtra automáticamente a la carpeta de no deseados del usuario con posibilidad de revisión,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema protege al usuario de contenido no deseado sin tomar decisiones irreversibles y el usuario puede revisar y recuperar mensajes filtrados en cualquier momento.,151,algoritmo detección spam correos phishing filtra automáticamente carpeta deseados usuario posibilidad revisión
92,Herramienta de resumen automático de artículos académicos para investigadores que genera síntesis de los puntos principales de papers científicos,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema facilita la revisión bibliográfica académica sin tratar datos personales ni tomar decisiones que afecten a derechos o intereses de personas físicas.,145,herramienta resumen automático artículos académicos investigadores genera síntesis puntos principales papers científicos
93,Sistema de predicción de demanda de productos para la gestión del inventario de una cadena de supermercados que reduce el desperdicio alimentario,logistica,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza operaciones logísticas internas con beneficios medioambientales sin afectar directamente a los derechos o intereses de personas físicas.,145,sistema predicción demanda productos gestión inventario cadena supermercados reduce desperdicio alimentario
94,Herramienta de generación de código informático que sugiere fragmentos de código mientras el desarrollador escribe en su entorno de desarrollo integrado,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema actúa como apoyo al desarrollo de software con el desarrollador manteniendo en todo momento la responsabilidad y el control sobre el código producido.,152,herramienta generación código informático sugiere fragmentos código desarrollador escribe entorno desarrollo integrado
95,Algoritmo de reconocimiento de malas hierbas en imágenes de drones agrícolas para aplicación selectiva de herbicidas reduciendo el uso de productos químicos,agricultura,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza procesos agrícolas con beneficios medioambientales sin afectar a derechos de personas físicas y con supervisión del agricultor.,156,algoritmo reconocimiento malas hierbas imágenes drones agrícolas aplicación selectiva herbicidas reduciendo productos químicos
96,Sistema de asistencia en la composición musical que sugiere armonías y progresiones de acordes a músicos que trabajan en producciones de entretenimiento,entretenimiento,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema actúa como herramienta creativa de apoyo al músico que mantiene el control artístico completo sobre la obra final producida.,152,sistema asistencia composición musical sugiere armonías progresiones acordes músicos trabajan producciones entretenimiento
97,Herramienta de análisis de sentimiento en redes sociales para que una empresa monitorice la percepción pública de su marca y productos de forma agregada,comercio,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El análisis opera sobre datos públicos agregados para inteligencia de negocio sin perfilar a individuos ni tomar decisiones que afecten a personas físicas identificables.,152,herramienta análisis sentimiento redes sociales empresa monitorice percepción pública marca productos forma agregada
98,Sistema de optimización de la programación de mantenimiento preventivo de maquinaria industrial basándose en datos de sensores de vibración y temperatura,industria,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza operaciones de mantenimiento técnico sin impacto sobre derechos de personas físicas y con supervisión de ingenieros de mantenimiento.,153,sistema optimización programación mantenimiento preventivo maquinaria industrial basándose datos sensores vibración temperatura
99,Herramienta de generación de respuestas de correo electrónico que sugiere borradores de respuesta al usuario basándose en el contenido del mensaje recibido,productividad,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema ayuda a la gestión del correo electrónico y el usuario revisa y decide antes de enviar cualquier respuesta generada manteniendo el control total.,155,herramienta generación respuestas correo electrónico sugiere borradores respuesta usuario basándose contenido mensaje recibido
100,Sistema de clasificación automática de incidencias de soporte técnico que categoriza y asigna los tickets entrantes al equipo especializado correspondiente,tecnologia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza la gestión interna de soporte sin impacto sobre derechos fundamentales y los agentes humanos revisan y gestionan cada incidencia asignada.,155,sistema clasificación automática incidencias soporte técnico categoriza asigna tickets entrantes equipo especializado correspondiente
101,"Sistema de vigilancia masiva en ciudades inteligentes que cruza datos de cámaras, transporte y compras para construir perfiles de movimiento de toda la población sin base legal ni supervisión",administracion,datos_personales,inaceptable,Art. 5.1.c — puntuación y perfilado social por autoridades públicas. La construcción sistemática de perfiles de vida de toda la ciudadanía sin base legal crea un aparato de control social incompatible con los derechos fundamentales en una sociedad democrática.,191,sistema vigilancia masiva ciudades inteligentes cruza datos cámaras transporte compras construir perfiles movimiento población base legal supervisión
102,Herramienta que detecta contenido religioso en las publicaciones digitales de solicitantes de empleo para filtrarlos sin su conocimiento antes de la primera entrevista,rrhh,datos_personales,inaceptable,Art. 5.1.f — categorización que infiere creencias religiosas como característica sensible. Introduce discriminación encubierta por creencias religiosas en el acceso al empleo vulnerando el principio de igualdad y no discriminación.,167,herramienta detecta contenido religioso publicaciones digitales solicitantes empleo filtrarlos conocimiento entrevista
103,Sistema de reconocimiento de marcha y postura en cámaras de seguridad de centros comerciales para identificar personas que no tienen orden de alejamiento pero han sido etiquetadas como 'sospechosas habituales',seguridad,datos_biométricos,inaceptable,Art. 5.1.d — identificación biométrica remota en espacios de acceso público. La identificación por características biométricas secundarias sin base legal ni supervisión judicial genera vigilancia discriminatoria sin garantías procesales.,209,sistema reconocimiento marcha postura cámaras seguridad centros comerciales identificar personas orden alejamiento etiquetadas sospechosas habituales
104,Plataforma que vende a partidos políticos perfiles psicológicos detallados de votantes indecisos para que diseñen mensajes de manipulación emocional personalizados sin consentimiento de los afectados,administracion,datos_personales,inaceptable,Art. 5.1.a — técnicas subliminales para distorsionar el comportamiento en procesos electorales. La manipulación psicológica individualizada de votantes atenta contra la autonomía de la voluntad electoral y los principios democráticos fundamentales.,199,plataforma vende partidos políticos perfiles psicológicos detallados votantes indecisos diseñen mensajes manipulación emocional personalizados consentimiento afectados
105,Sistema que analiza el historial de búsquedas de adolescentes para inferir su orientación sexual y vender esa información a terceros sin consentimiento parental,entretenimiento,datos_personales,inaceptable,Art. 5.1.b y 5.1.f — explotación de datos de menores e inferencia de características sensibles. La comercialización de datos de orientación sexual inferida de menores vulnera múltiples derechos fundamentales y puede causar daños graves de estigmatización.,160,sistema analiza historial búsquedas adolescentes inferir orientación sexual vender información terceros consentimiento parental
106,Sistema de puntuación de inquilinos que incorpora análisis de redes sociales y origen étnico inferido para recomendar a propietarios qué candidatos aceptar o rechazar en un alquiler,vivienda,datos_personales,inaceptable,Art. 5.1.c y 5.1.f — puntuación social y categorización por características protegidas. La discriminación algorítmica en el acceso a la vivienda por origen étnico vulnera el derecho fundamental a una vivienda digna y el principio de no discriminación.,181,sistema puntuación inquilinos incorpora análisis redes sociales origen étnico inferido recomendar propietarios candidatos aceptar rechazar alquiler
107,Herramienta que monitoriza los patrones de sueño de empleados mediante apps de bienestar corporativo y usa esa información para tomar decisiones sobre sus ascensos sin su conocimiento,rrhh,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica para decisiones laborales. El uso encubierto de datos de sueño para decisiones de promoción vulnera la intimidad corporal más básica del trabajador y supone una intrusión inaceptable en su vida privada.,183,herramienta monitoriza patrones sueño empleados apps bienestar corporativo información tomar decisiones ascensos conocimiento
108,Sistema que analiza el contenido de las terapias psicológicas de empleados recogido a través de apps de bienestar corporativo para informar al departamento de RRHH sobre su estado mental,rrhh,datos_personales,inaceptable,Art. 5.1.b — explotación de datos de salud mental obtenidos en contexto de confianza terapéutica. Viola el secreto terapéutico y disuade a los trabajadores de buscar ayuda psicológica por miedo a represalias laborales.,186,sistema analiza contenido terapias psicológicas empleados recogido apps bienestar corporativo informar departamento rrhh mental
109,Plataforma de reconocimiento facial en eventos deportivos que identifica aficionados previamente expulsados pero también cruza con listas de activistas y los deniega sin explicación,seguridad,datos_biométricos,inaceptable,Art. 5.1.d — identificación biométrica en espacios de acceso público con fines que van más allá del control de seguridad legítimo. La extensión a la vigilancia de activismo político convierte el sistema en herramienta de supresión de derechos civiles.,181,plataforma reconocimiento facial eventos deportivos identifica aficionados previamente expulsados cruza listas activistas deniega explicación
110,Sistema de crédito social empresarial que puntúa a proveedores por sus posiciones políticas públicas y excluye automáticamente a empresas cuyos directivos expresan opiniones contrarias al gobierno,administracion,datos_personales,inaceptable,Art. 5.1.c — puntuación social que penaliza el ejercicio de derechos fundamentales. La exclusión económica por opiniones políticas legítimas constituye una forma de censura económica incompatible con la libertad de expresión en una sociedad democrática.,196,sistema crédito social empresarial puntúa proveedores posiciones políticas públicas excluye automáticamente empresas cuyos directivos expresan opiniones contrarias gobierno
111,Algoritmo que predice la probabilidad de embarazo de empleadas a partir de sus búsquedas en el seguro médico corporativo y lo comunica a RRHH para 'planificar' bajas de maternidad,rrhh,datos_personales,inaceptable,Art. 5.1.f — inferencia de datos de salud reproductiva para decisiones laborales discriminatorias. Anticipa y penaliza el ejercicio del derecho a la maternidad mediante vigilancia médica encubierta vulnerando múltiples derechos fundamentales.,179,algoritmo predice probabilidad embarazo empleadas búsquedas seguro médico corporativo comunica rrhh planificar bajas maternidad
112,Sistema de identificación biométrica en centros de votación que cruza la identidad de los votantes con bases de datos de afiliaciones sindicales para generar informes de participación política,administracion,datos_biométricos,inaceptable,Art. 5.1.d — identificación biométrica en espacios públicos vinculada a datos de afiliación política. Viola el secreto del voto y puede generar represalias contra trabajadores sindicados vulnerando la libertad sindical y los derechos democráticos fundamentales.,192,sistema identificación biométrica centros votación cruza identidad votantes bases datos afiliaciones sindicales generar informes participación política
113,Herramienta que analiza la escritura en formularios de solicitud de ayudas sociales para inferir el nivel de inteligencia de los solicitantes y ponderarlo en la decisión de concesión,administracion,datos_personales,inaceptable,Art. 5.1.f — categorización por características cognitivas inferidas. El uso de inteligencia inferida como criterio en el acceso a ayudas sociales constituye discriminación por capacidad cognitiva vulnerando la igualdad y la dignidad humana.,182,herramienta analiza escritura formularios solicitud ayudas sociales inferir nivel inteligencia solicitantes ponderarlo decisión concesión
114,Sistema de vigilancia de empleados en teletrabajo que activa la cámara del ordenador de forma silenciosa para comprobar que están trabajando y penaliza pausas sin previo aviso,industria,datos_biométricos,inaceptable,Art. 5.1.a — vigilancia encubierta que distorsiona el comportamiento. La activación no consentida de cámaras en el domicilio del trabajador viola la intimidad del hogar y puede capturar a otros miembros del hogar sin ningún tipo de consentimiento.,175,sistema vigilancia empleados teletrabajo activa cámara ordenador forma silenciosa comprobar trabajando penaliza pausas previo aviso
115,Plataforma que vende a compañías de seguros un score de salud mental inferido de publicaciones en redes sociales para que lo usen en la exclusión de cobertura psiquiátrica,seguros,datos_personales,inaceptable,Art. 5.1.f — categorización que infiere datos de salud mental para decisiones discriminatorias. La comercialización de inferencias de salud mental para excluir cobertura genera discriminación por discapacidad psíquica y desincentiva la búsqueda de ayuda profesional.,171,plataforma vende compañías seguros score salud mental inferido publicaciones redes sociales usen exclusión cobertura psiquiátrica
116,Sistema de análisis de vídeos de entrevistas de trabajo que puntúa a candidatos por su acento e infiere su origen nacional para filtrarlos antes de que el seleccionador humano los vea,rrhh,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica que infiere origen nacional como característica protegida. Introduce discriminación racial encubierta en procesos de selección vulnerando el principio de igualdad de acceso al empleo con independencia del origen.,183,sistema análisis vídeos entrevistas trabajo puntúa candidatos acento infiere origen nacional filtrarlos seleccionador humano vea
117,Herramienta que extrae datos de historial médico de pacientes psiquiátricos para vendérselos a empresas de recursos humanos que los usan para filtrar candidatos con antecedentes de depresión,sanidad,datos_personales,inaceptable,"Art. 5.1.b — explotación de datos de salud de grupos vulnerables para discriminación laboral. La comercialización de datos psiquiátricos vulnera el secreto médico, discrimina por discapacidad y desincentiva el tratamiento de enfermedades mentales.",190,herramienta extrae datos historial médico pacientes psiquiátricos vendérselos empresas recursos humanos filtrar candidatos antecedentes depresión
118,Sistema de reconocimiento emocional desplegado en autobuses escolares que analiza las expresiones de los niños durante el trayecto y reporta 'anomalías emocionales' a sus centros educativos,educacion,datos_biométricos,inaceptable,Art. 5.1.f — categorización biométrica de menores en espacios bajo supervisión institucional. La vigilancia emocional continua de niños sin consentimiento parental en entornos de desplazamiento viola su intimidad y puede generar consecuencias educativas por estados emocionales normales.,189,sistema reconocimiento emocional desplegado autobuses escolares analiza expresiones niños trayecto reporta anomalías emocionales centros educativos
119,Algoritmo de una plataforma de citas que detecta usuarios con baja autoestima mediante análisis de sus perfiles e historial para cobrarles suscripciones premium más caras que al resto,entretenimiento,datos_personales,inaceptable,Art. 5.1.b — explotación de vulnerabilidades psicológicas para beneficio económico. La identificación deliberada de la baja autoestima como señal para aplicar precios discriminatorios constituye una práctica predatoria que explota el sufrimiento emocional del usuario.,183,algoritmo plataforma citas detecta usuarios baja autoestima análisis perfiles historial cobrarles suscripciones premium caras resto
120,Sistema de seguimiento GPS continuo de repartidores que comparte su localización en tiempo real con clientes sin su consentimiento explícito y lo usa para justificar penalizaciones automáticas,logistica,datos_personales,inaceptable,Art. 5.1.a — vigilancia que distorsiona el comportamiento y vulnera la intimidad. La compartición de geolocalización laboral con terceros sin consentimiento y su uso para penalizaciones automáticas viola la privacidad y los derechos laborales del trabajador.,192,sistema seguimiento gps continuo repartidores comparte localización tiempo real clientes consentimiento explícito justificar penalizaciones automáticas
121,Plataforma que analiza los registros de llamadas de personas mayores con deterioro cognitivo para detectar 'oportunidades de venta' y programar llamadas comerciales agresivas en sus momentos de mayor confusión,comercio,datos_personales,inaceptable,Art. 5.1.b — explotación de vulnerabilidades cognitivas de personas mayores para fines comerciales. Programar contactos comerciales aprovechando estados de confusión cognitiva constituye una forma de abuso económico algorítmico de personas especialmente vulnerables.,209,plataforma analiza registros llamadas personas mayores deterioro cognitivo detectar oportunidades venta programar llamadas comerciales agresivas momentos confusión
122,Sistema de análisis biométrico en gimnasios corporativos que mide el rendimiento físico de empleados y usa los datos para evaluar su 'potencial de liderazgo' sin su consentimiento informado,rrhh,datos_biométricos,inaceptable,Art. 5.1.f — categorización por características físicas inferidas para decisiones laborales. El uso de rendimiento físico como proxy de capacidad directiva es discriminatorio y carece de validez científica vulnerando el derecho a la igualdad de oportunidades.,189,sistema análisis biométrico gimnasios corporativos mide rendimiento físico empleados datos evaluar potencial liderazgo consentimiento informado
123,Herramienta que analiza los patrones de gasto en tarjetas de crédito de personas para inferir si están en proceso de divorcio y vender esa predicción a despachos de abogados de familia,banca,datos_financieros,inaceptable,Art. 5.1.f — inferencia de situaciones familiares sensibles para su comercialización. La venta de predicciones sobre crisis familiares infiere situaciones íntimas sin consentimiento y las comercializa para terceros en un momento de extrema vulnerabilidad personal.,184,herramienta analiza patrones gasto tarjetas crédito personas inferir proceso divorcio vender predicción despachos abogados familia
124,Sistema de vigilancia de redes sociales de hijos de empleados públicos para evaluar la 'idoneidad familiar' del funcionario en procesos de promoción a cargos de confianza,administracion,datos_personales,inaceptable,Art. 5.1.c — puntuación social que evalúa a terceros no implicados. Extender la evaluación a los familiares del trabajador vulnera la privacidad de personas ajenas a la relación laboral y crea responsabilidad colectiva familiar incompatible con los derechos fundamentales.,170,sistema vigilancia redes sociales hijos empleados públicos evaluar idoneidad familiar funcionario procesos promoción cargos confianza
125,Plataforma de reconocimiento de voz que identifica el estado de salud mental del interlocutor durante llamadas de atención al cliente y lo usa para decidir automáticamente si se le cobra un servicio adicional,comercio,datos_biométricos,inaceptable,Art. 5.1.a y 5.1.b — técnicas de inferencia de vulnerabilidades para explotación comercial. La identificación de estados de salud mental a través de la voz para cobrar servicios adicionales explota condiciones médicas sin consentimiento con fin exclusivamente predatorio.,208,plataforma reconocimiento voz identifica salud mental interlocutor llamadas atención cliente decidir automáticamente cobra servicio adicional
126,Sistema de IA que analiza imágenes de resonancia magnética cerebral para detectar Alzheimer en fase temprana y comunicar el diagnóstico al paciente sin revisión neurológica previa,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA como productos sanitarios de alta criticidad. La comunicación de diagnósticos de enfermedades neurodegenerativas sin validación neurológica puede causar daño psicológico grave y tratamientos innecesarios por falsos positivos.,179,sistema ia analiza imágenes resonancia magnética cerebral detectar alzheimer fase temprana comunicar diagnóstico paciente revisión neurológica previa
127,Algoritmo de asignación de docentes a centros educativos públicos que determina automáticamente los destinos definitivos sin que ningún responsable educativo pueda modificar los resultados,educacion,datos_personales,alto_riesgo,Anexo III punto 3 — sistemas de IA en educación con impacto en condiciones laborales de docentes. Las asignaciones automáticas irrevocables pueden ignorar necesidades pedagógicas de los centros y vulnerar derechos de los docentes sin mecanismo de revisión.,188,algoritmo asignación docentes centros educativos públicos determina automáticamente destinos definitivos responsable educativo modificar resultados
128,Sistema de predicción de riesgo cardiovascular que genera recomendaciones de medicación preventiva y las envía directamente al paciente sin que el médico de cabecera las haya validado,sanidad,datos_personales,alto_riesgo,"Anexo III punto 5a — sistemas de IA en productos sanitarios. La recomendación directa al paciente de medicación cardiovascular sin validación médica puede causar daño por contraindicaciones, alergias o condiciones subyacentes no consideradas.",183,sistema predicción riesgo cardiovascular genera recomendaciones medicación preventiva envía directamente paciente médico cabecera validado
129,Plataforma de evaluación de riesgo crediticio para microempresas que determina automáticamente la línea de crédito máxima sin que ningún analista revise los casos de empresas en sectores emergentes,banca,datos_financieros,alto_riesgo,"Anexo III punto 5b — evaluación de solvencia crediticia sin supervisión. La evaluación automatizada sin revisión puede sistematicamente discriminar a sectores innovadores por falta de histórico crediticio, frenando el emprendimiento y la innovación.",197,plataforma evaluación riesgo crediticio microempresas determina automáticamente línea crédito máxima analista revise casos empresas sectores emergentes
130,Sistema que evalúa automáticamente el riesgo de fuga de presos en régimen abierto y determina sin supervisión penitenciaria las restricciones de movimiento aplicables a cada interno,justicia,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en administración penitenciaria. Las restricciones de libertad de movimiento basadas en predicciones algorítmicas sin supervisión vulneran el derecho a la reinserción y pueden perpetuar discriminaciones sistémicas.,181,sistema evalúa automáticamente riesgo fuga presos régimen abierto determina supervisión penitenciaria restricciones movimiento aplicables interno
131,Herramienta de selección de personal para puestos de seguridad nacional que descarta candidatos automáticamente basándose en sus conexiones en redes sociales sin supervisión de responsables de seguridad,seguridad,datos_personales,alto_riesgo,Anexo III punto 4 — sistemas de IA en empleo en ámbitos de alta sensibilidad. La selección automatizada sin supervisión en puestos de seguridad puede excluir candidatos válidos por conexiones sociales legítimas sin posibilidad de explicación ni recurso.,202,herramienta selección personal puestos seguridad nacional descarta candidatos automáticamente basándose conexiones redes sociales supervisión responsables seguridad
132,Sistema de IA que gestiona autónomamente la apertura de compuertas de control de inundaciones en una cuenca fluvial sin supervisión de ingenieros hidráulicos durante episodios de lluvia intensa,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en infraestructuras críticas de gestión hídrica. El control autónomo de compuertas de inundación sin supervisión técnica puede causar inundaciones o sequías con víctimas mortales ante decisiones erróneas del sistema.,193,sistema ia gestiona autónomamente apertura compuertas control inundaciones cuenca fluvial supervisión ingenieros hidráulicos episodios lluvia intensa
133,Plataforma de asignación de plazas universitarias que determina automáticamente la admisión definitiva en titulaciones con numerus clausus sin posibilidad de revisión manual de expedientes límite,educacion,datos_personales,alto_riesgo,Anexo III punto 3 — sistemas de IA que determinan el acceso a la educación superior. La decisión automatizada irrevocable sobre el acceso a estudios puede perpetuar desigualdades en el acceso a la educación superior sin mecanismo de corrección de errores.,195,plataforma asignación plazas universitarias determina automáticamente admisión definitiva titulaciones numerus clausus posibilidad revisión manual expedientes límite
134,Sistema de análisis de texto clínico que clasifica automáticamente a pacientes psiquiátricos en categorías de riesgo y determina el nivel de vigilancia hospitalaria sin supervisión del psiquiatra responsable,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en salud mental de alta criticidad. La clasificación automática de riesgo psiquiátrico sin supervisión puede resultar en infravigilancia de pacientes con riesgo real o en restricciones innecesarias de libertad.,207,sistema análisis texto clínico clasifica automáticamente pacientes psiquiátricos categorías riesgo determina nivel vigilancia hospitalaria supervisión psiquiatra responsable
135,Algoritmo que decide automáticamente la retirada de beneficios de desempleo a perceptores que el sistema identifica como 'no disponibles para el empleo' sin revisión de funcionario,administracion,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en decisiones sobre prestaciones sociales de subsistencia. La retirada automatizada de prestaciones de desempleo sin revisión puede dejar a familias sin ingresos esenciales por errores algorítmicos sin vía de recurso ágil.,180,algoritmo decide automáticamente retirada beneficios desempleo perceptores sistema identifica disponibles empleo revisión funcionario
136,Sistema de predicción de violencia doméstica que activa automáticamente medidas de alejamiento y órdenes de protección sin revisión judicial previa basándose en datos históricos de llamadas a emergencias,justicia,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en administración de justicia con impacto en libertades. Las medidas automáticas de alejamiento sin control judicial pueden vulnerar la presunción de inocencia aunque estén orientadas a la protección de víctimas.,203,sistema predicción violencia doméstica activa automáticamente medidas alejamiento órdenes protección revisión judicial previa basándose datos históricos llamadas emergencias
137,Herramienta que evalúa automáticamente solicitudes de adopción y emite resoluciones favorables o desfavorables sin que ningún técnico de servicios sociales valide la evaluación realizada,administracion,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en decisiones de servicios públicos de alto impacto familiar. Las resoluciones automatizadas sobre adopción sin validación profesional pueden vulnerar el interés superior del menor y el derecho de las familias a un proceso justo.,186,herramienta evalúa automáticamente solicitudes adopción emite resoluciones favorables desfavorables técnico servicios sociales valide evaluación realizada
138,Sistema de IA que controla autónomamente la dosificación de medicación intravenosa en pacientes de UCI sin alarmas visibles para el personal médico cuando supera los rangos seguros establecidos,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en dispositivos médicos de soporte vital. El control autónomo de dosificación en UCI sin alertas efectivas al personal puede causar sobredosis o infradosificación con consecuencias letales para el paciente.,193,sistema ia controla autónomamente dosificación medicación intravenosa pacientes uci alarmas visibles personal médico supera rangos seguros establecidos
139,"Plataforma que asigna automáticamente subsidios de vivienda social priorizando candidatos según un score compuesto por datos de empleo, familia y conducta cívica sin revisión de trabajadores sociales",vivienda,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en acceso a servicios públicos esenciales. La asignación automatizada de vivienda social sin revisión puede consolidar desigualdades y excluir a los más vulnerables que no encajan en los patrones esperados por el algoritmo.,199,plataforma asigna automáticamente subsidios vivienda social priorizando candidatos score compuesto datos empleo familia conducta cívica revisión trabajadores sociales
